Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos
esophageal,0,3.6,1.41,4,29,0.86,9,Adjective
esophagi,0,3.76,1.33,3,28,0.89,1,Noun
esophagus,0,4.59,0.93,0,27,1.00,36,Noun
esoteric,0,1.59,0.96,3,25,0.88,19,Adjective
esoterically,0,2,1.41,4,28,0.86,0,Err:512
esotericism,0,1.63,1.11,2,29,0.93,0,Err:512
especially,0,1.28,0.7,0,29,1.00,3428,Adverb
espionage,0,2.53,1.04,1,31,0.97,87,Noun
espresso,0,4.41,1.24,0,29,1.00,105,Noun
esquire,0,2.85,1.32,2,28,0.93,50,Noun
essay,0,3.97,1.07,0,30,1.00,313,Noun
essayist,0,3.32,1.49,2,30,0.93,0,Err:512
essence,0,1.66,1.08,0,29,1.00,287,Noun
essential,0,1.52,0.8,0,27,1.00,247,Adjective
essentialism,0,1.65,1.3,4,27,0.85,0,Err:512
essentialist,0,2.04,1.16,4,28,0.86,0,Err:512
essentiality,0,1.83,1,1,30,0.97,0,Err:512
essentially,0,1.55,0.91,0,29,1.00,166,Adverb
essentialness,0,1.04,0.2,2,26,0.92,0,Err:512
establish,0,2,1.19,0,28,1.00,323,Verb
established,0,1.97,0.98,0,29,1.00,415,Verb
establisher,0,2.42,1.35,4,28,0.86,0,Err:512
establishment,0,3.48,1.34,0,27,1.00,210,Noun
estate,0,4.11,1.23,0,28,1.00,1076,Noun
estate agent,1,4.04,1.37,1,26,0.96,0,Err:512
estate car,1,4.54,0.99,2,28,0.93,0,Err:512
esteem,0,1.83,1.04,0,29,1.00,86,Noun
esteemed,0,1.96,1.13,0,27,1.00,75,Adjective
estimate,0,2.65,1.13,0,26,1.00,243,Noun
estimation,0,1.97,1.18,0,29,1.00,25,Noun
estimator,0,3.18,1.47,0,28,1.00,0,Err:512
estrange,0,1.59,0.87,0,29,1.00,2,Verb
estranged,0,1.82,0.98,0,28,1.00,21,Adjective
estrangement,0,1.84,0.94,2,27,0.93,10,Noun
estrogen,0,3.68,1.49,0,25,1.00,26,Noun
estuary,0,4.17,1.19,4,27,0.85,5,Noun
etcetera,0,1.6,1,2,27,0.93,62,Adverb
etch,0,4.04,1.32,0,27,1.00,10,Verb
etching,0,4.14,1.15,0,28,1.00,11,Noun
eternal,0,1.76,1.18,0,29,1.00,547,Adjective
eternalize,0,1.57,1.04,4,27,0.85,0,Err:512
eternally,0,1.71,1.18,0,28,1.00,94,Adverb
eternity,0,1.46,0.96,0,28,1.00,407,Noun
ethanol,0,4.61,0.92,1,29,0.97,15,Noun
ether,0,3.88,1.48,2,27,0.93,108,Noun
ethereally,0,1.76,1.09,4,29,0.86,0,Err:512
etherealness,0,1.6,0.91,4,29,0.86,0,Err:512
ethic,0,1.59,0.93,1,28,0.96,53,Noun
ethical,0,1.3,0.67,0,27,1.00,139,Adjective
ethicality,0,1.67,1.07,1,28,0.96,0,Err:512
ethically,0,1.59,0.97,0,27,1.00,34,Adverb
ethicalness,0,1.79,1.06,4,28,0.86,0,Err:512
ethicist,0,2.52,1.4,4,31,0.87,0,Err:512
ethics,0,2.28,1.39,0,29,1.00,273,Noun
ethnic,0,2.47,1.31,0,30,1.00,91,Adjective
ethnical,0,1.88,1.01,4,29,0.86,0,Err:512
ethnically,0,1.81,0.92,0,27,1.00,5,Adverb
ethnicity,0,2.6,1.3,0,30,1.00,11,Noun
ethnocentrism,0,1.64,1.08,3,28,0.89,0,Err:512
ethnologically,0,1.52,0.77,4,29,0.86,0,Err:512
ethnologist,0,3.5,1.41,4,26,0.85,0,Err:512
ethnology,0,2.32,1.39,4,26,0.85,0,Err:512
ethological,0,1.61,1.12,4,27,0.85,0,Err:512
ethos,0,1.58,0.72,3,27,0.89,7,Noun
ethyl,0,4.04,1.46,4,28,0.86,19,Noun
etiquette,0,2.15,1.43,0,27,1.00,96,Noun
etymologist,0,3.56,1.53,3,28,0.89,0,Err:512
eucalyptus,0,4.77,0.57,0,30,1.00,25,Adjective
eugenic,0,1.55,1.1,4,26,0.85,0,Err:512
eulogize,0,2.35,1.09,2,28,0.93,4,Verb
eulogy,0,3.48,1.44,1,24,0.96,84,Noun
euphemism,0,1.74,0.86,0,27,1.00,46,Noun
euphemistic,0,1.32,0.61,1,29,0.97,1,Adjective
euphonic,0,1.59,0.97,3,30,0.90,0,Err:512
euphonically,0,1.88,1.03,2,26,0.92,0,Err:512
euphoria,0,1.47,0.86,0,30,1.00,25,Noun
euphoric,0,2.18,1.42,1,29,0.97,21,Adjective
eureka,0,1.62,1.2,3,29,0.90,75,Interjection
euro,0,4.3,1.23,0,27,1.00,31,Adjective
euthanasia,0,3.08,1.38,2,27,0.93,23,Noun
euthanize,0,2.93,1.54,1,29,0.97,11,Verb
evacuate,0,3.3,1.34,0,30,1.00,286,Verb
evacuation,0,3.44,1.5,0,27,1.00,169,Noun
evacuator,0,3.36,1.35,4,29,0.86,0,Err:512
evacuee,0,3.68,1.44,2,27,0.93,0,Err:512
evade,0,2.67,1.44,0,27,1.00,45,Verb
evader,0,3.04,1.4,4,30,0.87,1,Noun
evaluate,0,1.85,1.1,0,27,1.00,88,Verb
evaluation,0,3,1.35,1,24,0.96,225,Noun
evaluative,0,2,1.33,0,27,1.00,0,Err:512
evaluator,0,2.96,1.64,1,29,0.97,1,Noun
evangelical,0,2.23,1.34,1,27,0.96,11,Adjective
evangelicalism,0,1.5,0.83,2,26,0.92,0,Err:512
evangelically,0,2,0.98,3,27,0.89,0,Err:512
evangelism,0,1.93,0.92,1,30,0.97,4,Noun
evangelist,0,3.44,1.4,1,28,0.96,6,Noun
evangelistic,0,2.04,1.27,1,25,0.96,1,Name
evangelistically,0,2,1.44,2,27,0.93,0,Err:512
evangelization,0,2.12,1.21,1,27,0.96,0,Err:512
evangelize,0,2.07,1.27,2,30,0.93,0,Err:512
evangelizer,0,3.31,1.35,3,29,0.90,0,Err:512
evaporate,0,3.29,1.23,0,24,1.00,24,Verb
evaporation,0,3.03,1.45,0,30,1.00,2,Noun
evaporator,0,4,1.24,1,28,0.96,3,Noun
evasion,0,2.46,1.17,0,28,1.00,59,Noun
evasive,0,1.97,1.18,0,29,1.00,92,Adjective
evasively,0,1.69,0.93,1,27,0.96,0,Err:512
evasiveness,0,1.79,0.86,0,29,1.00,3,Noun
eve,0,2.7,1.54,0,27,1.00,1437,Name
even,0,2.79,1.1,0,28,1.00,44672,Adverb
even out,1,3.24,1.3,0,29,1.00,0,Err:512
evenhanded,0,2,1.21,3,26,0.88,1,Adjective
evenhandedly,0,1.9,1.23,0,29,1.00,0,Err:512
evenhandedness,0,2.34,1.26,2,31,0.94,0,Err:512
evening,0,3.26,1.58,0,27,1.00,6155,Noun
evening dress,1,5,0,0,29,1.00,0,Err:512
evening gown,1,4.81,0.48,0,27,1.00,0,Err:512
evenly,0,2.63,1.5,0,30,1.00,38,Adverb
evenness,0,2.43,1.29,0,28,1.00,0,Err:512
event,0,2.69,1.07,0,29,1.00,1345,Noun
eventful,0,1.79,0.96,0,28,1.00,18,Adjective
eventfully,0,1.72,0.96,0,29,1.00,0,Err:512
eventfulness,0,2.37,1.15,2,29,0.93,0,Err:512
eventless,0,2.37,1.42,0,27,1.00,0,Err:512
eventual,0,1.81,1.2,0,26,1.00,22,Adjective
eventuality,0,1.57,0.88,1,29,0.97,9,Noun
eventually,0,1.75,0.93,0,28,1.00,1246,Adverb
ever,0,1.48,0.85,0,23,1.00,36170,Adverb
everblooming,0,2.67,1.24,2,29,0.93,0,Err:512
everglade,0,3.7,1.32,1,28,0.96,3,Name
evergreen,0,4,1.39,0,27,1.00,10,Adjective
everlasting,0,1.89,1.34,0,28,1.00,130,Adjective
everlastingly,0,1.61,1.07,1,29,0.97,5,Adverb
everlastingness,0,1.84,1.28,4,29,0.86,0,Err:512
evermore,0,1.74,1.01,4,27,0.85,34,Adverb
every,0,2.28,1.33,0,29,1.00,28007,Article
everybody,0,3.13,1.55,0,30,1.00,17555,Pronoun
everyday,0,2.43,1.4,0,28,1.00,555,Adjective
everydayness,0,1.88,1.07,4,30,0.87,0,Err:512
everyone,0,2.92,1.49,0,26,1.00,12324,Pronoun
everyplace,0,2.27,1.22,1,27,0.96,19,Noun
everything,0,2.3,1.37,0,30,1.00,33399,Pronoun
everyway,0,1.91,1.28,4,27,0.85,2,Noun
everywhere,0,2,1.54,0,23,1.00,2641,Adverb
evict,0,3.18,1.25,0,28,1.00,36,Verb
eviction,0,3.13,1.38,0,30,1.00,43,Noun
evictor,0,3.13,1.66,4,27,0.85,0,Err:512
evidence,0,3.65,1.29,0,26,1.00,4335,Noun
evident,0,2.04,1.17,0,28,1.00,68,Adjective
evidential,0,1.96,1.04,1,29,0.97,1,Adjective
evidentially,0,1.43,0.66,3,26,0.88,2,Adverb
evidently,0,1.38,0.78,0,29,1.00,298,Adverb
evil,0,1.93,1.44,0,28,1.00,3731,Adjective
evil eye,1,2.89,1.29,0,28,1.00,0,Err:512
evildoer,0,2.81,1.66,1,28,0.96,3,Noun
evildoing,0,2,1.1,2,26,0.92,1,Verb
evilness,0,2,1.15,0,28,1.00,3,Noun
evocative,0,1.42,0.58,4,30,0.87,14,Adjective
evoke,0,2.36,1.19,0,25,1.00,15,Verb
evoker,0,2,1.25,1,25,0.96,0,Err:512
evolution,0,2.61,1.4,0,28,1.00,272,Noun
evolutional,0,2,1.06,2,28,0.93,2,Adjective
evolutionally,0,1.91,0.79,3,26,0.88,0,Err:512
evolutionary,0,1.78,1.25,0,27,1.00,60,Adjective
evolutionism,0,2.11,1.2,0,28,1.00,0,Err:512
evolutionist,0,2.79,1.61,0,29,1.00,2,Noun
evolvable,0,1.96,1.24,4,29,0.86,0,Err:512
evolve,0,1.96,1.07,0,28,1.00,83,Verb
evolvement,0,1.92,1.19,3,28,0.89,2,Noun
ex,0,2.58,1.5,2,28,0.93,640,Noun
exacerbate,0,2.17,1.47,1,30,0.97,7,Verb
exacerbation,0,1.88,1.12,4,28,0.86,2,Noun
exact,0,2.54,1.37,0,28,1.00,1154,Adjective
exactable,0,2.19,1.21,2,29,0.93,0,Err:512
exacting,0,2.04,1.34,0,27,1.00,23,Adjective
exactitude,0,1.96,1.28,3,29,0.90,1,Noun
exactly,0,2.11,1.31,0,28,1.00,12607,Adverb
exactness,0,2.07,1.19,0,29,1.00,1,Noun
exaggerate,0,2.23,1.11,0,26,1.00,99,Verb
exaggerated,0,1.93,0.98,0,28,1.00,64,Verb
exaggeratedly,0,1.79,1.02,1,25,0.96,0,Err:512
exaggerating,0,1.74,0.86,0,27,1.00,109,Verb
exaggeratingly,0,2.04,1.27,2,27,0.93,0,Err:512
exaggeration,0,2.29,1.27,1,29,0.97,47,Noun
exaggerator,0,2.27,1.12,1,27,0.96,2,Noun
exaggeratory,0,1.71,0.69,4,28,0.86,0,Err:512
exalt,0,2.12,1.23,3,27,0.89,10,Verb
exaltation,0,2.3,1.32,0,30,1.00,3,Noun
exalted,0,2,1,0,29,1.00,35,Adjective
exaltedly,0,1.83,1.03,1,24,0.96,0,Err:512
exaltedness,0,1.88,1.07,3,29,0.90,0,Err:512
exam,0,4.48,0.95,0,29,1.00,684,Noun
examinable,0,2.41,1.37,0,27,1.00,0,Err:512
examination,0,3.93,1.33,0,29,1.00,281,Noun
examine,0,2.86,1.27,0,28,1.00,504,Verb
examinee,0,3.36,1.38,0,25,1.00,0,Err:512
examiner,0,3.57,1.17,0,28,1.00,130,Noun
examining,0,2.89,1.45,0,28,1.00,96,Verb
example,0,3.03,1.45,0,29,1.00,1527,Noun
exasperate,0,2.14,1.18,0,28,1.00,2,Verb
exasperated,0,2.1,1.3,0,30,1.00,8,Adjective
exasperatedly,0,1.8,0.87,3,28,0.89,0,Err:512
exasperating,0,1.93,0.98,0,30,1.00,12,Adjective
exasperatingly,0,1.59,0.8,3,25,0.88,0,Err:512
exasperation,0,2.48,1.27,0,29,1.00,1,Noun
excavate,0,3.79,1.24,2,31,0.94,10,Verb
excavation,0,3.23,1.56,0,26,1.00,32,Noun
excavator,0,4.07,1.05,0,28,1.00,4,Noun
exceed,0,1.76,1.15,0,29,1.00,64,Verb
exceeding,0,1.79,1.08,0,29,1.00,32,Verb
exceedingly,0,1.91,0.79,1,24,0.96,49,Adverb
excel,0,2.15,1.32,0,27,1.00,37,Verb
excellence,0,2.2,1.19,0,30,1.00,134,Noun
excellency,0,2.11,1.23,0,28,1.00,509,Err:512
excellent,0,2.11,1.2,0,28,1.00,2688,Adjective
excellently,0,1.53,0.73,0,30,1.00,11,Adverb
excentricity,0,2.11,1.37,3,30,0.90,0,Err:512
except,0,1.48,0.75,0,27,1.00,5696,Conjunction
excepting,0,1.44,0.58,2,27,0.93,16,Verb
exception,0,1.85,1.06,0,27,1.00,409,Noun
exceptionable,0,2,1.08,3,28,0.89,0,Err:512
exceptional,0,2.34,1.32,0,29,1.00,149,Adjective
exceptionality,0,1.59,0.89,1,28,0.96,0,Err:512
exceptionally,0,1.57,0.82,0,30,1.00,77,Adverb
exceptionalness,0,1.35,0.57,4,27,0.85,0,Err:512
excerpt,0,3.45,1.53,0,29,1.00,5,Noun
excess,0,2.5,1.29,0,28,1.00,156,Adjective
excessive,0,2.25,1.14,0,28,1.00,124,Adjective
excessively,0,2.15,1.26,0,27,1.00,28,Adverb
excessiveness,0,2.18,1.25,0,28,1.00,0,Err:512
exchange,0,2.74,1.43,0,27,1.00,1031,Noun
exchange rate,1,3.38,1.47,0,29,1.00,0,Err:512
exchangeability,0,2.39,1.1,0,28,1.00,0,Err:512
exchangeable,0,2.56,1.4,0,27,1.00,0,Err:512
exchanger,0,2.86,1.22,0,29,1.00,1,Noun
excise,0,2.48,1.5,2,27,0.93,8,Noun
excitability,0,2.21,1.18,1,25,0.96,2,Noun
excitable,0,2.41,1.52,0,29,1.00,24,Adjective
excitableness,0,1.84,1.18,2,27,0.93,0,Err:512
excitation,0,2.21,1.22,1,25,0.96,3,Noun
excite,0,1.97,1.18,0,29,1.00,109,Verb
excited,0,2.32,1.28,0,28,1.00,2479,Adjective
excitedly,0,2.12,1.3,0,25,1.00,14,Adverb
excitement,0,2.48,1.4,0,27,1.00,628,Noun
exciting,0,1.96,1.17,0,28,1.00,1776,Adjective
excitingly,0,2.07,1.2,0,30,1.00,3,Adverb
exclaim,0,2.41,1.3,0,29,1.00,7,Verb
exclaimer,0,2.65,1.5,2,28,0.93,0,Err:512
exclaiming,0,2.57,1.37,0,28,1.00,7,Verb
exclamation,0,2.48,1.43,0,29,1.00,28,Noun
exclamation mark,1,4.26,1.26,0,27,1.00,0,Err:512
exclamatory,0,2.21,1.21,1,30,0.97,1,Adjective
excludable,0,2.08,1.18,4,28,0.86,0,Err:512
exclude,0,2.62,1.24,1,30,0.97,51,Verb
excluder,0,2.92,1.25,1,25,0.96,0,Err:512
excluding,0,2.41,1.25,0,27,1.00,26,Verb
exclusion,0,2.07,1.21,0,27,1.00,12,Noun
exclusionary,0,1.7,0.87,0,27,1.00,2,Adjective
exclusionist,0,2.09,1.08,2,25,0.92,0,Err:512
exclusive,0,2.11,1.37,0,27,1.00,398,Adjective
exclusively,0,1.92,1.26,1,27,0.96,92,Adverb
exclusiveness,0,1.93,0.83,2,29,0.93,3,Noun
exclusivity,0,1.65,0.8,3,29,0.90,11,Noun
excommunicable,0,1.85,1.08,4,30,0.87,0,Err:512
excommunicate,0,1.5,0.78,4,28,0.86,5,Verb
excommunication,0,2.3,1.54,0,27,1.00,7,Noun
excommunicator,0,2.78,1.55,1,28,0.96,0,Err:512
excrement,0,4.43,1.04,0,30,1.00,62,Noun
excrete,0,2.89,1.34,3,30,0.90,2,Verb
excretes,0,3.36,1.18,3,25,0.88,4,Verb
excretion,0,3.31,1.39,1,30,0.97,6,Noun
excretive,0,3,1.45,4,26,0.85,0,Err:512
excretory,0,2.89,1.48,2,29,0.93,0,Err:512
excruciate,0,2.17,1.11,4,27,0.85,1,Noun
excruciating,0,2.21,1.17,0,28,1.00,67,Adjective
excruciatingly,0,2.3,1.3,1,28,0.96,11,Adverb
excursion,0,2.93,1.39,0,28,1.00,34,Noun
excusable,0,2,1.22,1,29,0.97,7,Adjective
excusably,0,1.54,0.88,1,29,0.97,0,Err:512
excusatory,0,1.48,0.67,1,24,0.96,0,Err:512
excuse,0,2.29,1.33,0,28,1.00,18773,Verb
excuser,0,2.64,1.25,1,26,0.96,1,Noun
excusing,0,2,1.04,2,27,0.93,19,Verb
executable,0,1.93,1.27,0,28,1.00,1,Adjective
execute,0,2.76,1.21,1,30,0.97,283,Verb
executed,0,2.77,1.33,0,30,1.00,381,Verb
executer,0,3.54,1.61,1,27,0.96,0,Err:512
execution,0,3.93,1.27,1,29,0.97,497,Noun
executioner,0,4.17,1.26,0,29,1.00,69,Noun
executive,0,4,1.3,1,27,0.96,541,Noun
executive director,1,3.82,1.36,0,28,1.00,0,Err:512
executively,0,1.43,0.73,2,32,0.94,0,Err:512
executor,0,3.23,1.59,0,30,1.00,32,Noun
exemplarily,0,2.33,1.27,3,27,0.89,0,Err:512
exemplary,0,1.64,0.91,0,25,1.00,44,Adjective
exemplifier,0,2.23,1.27,3,29,0.90,0,Err:512
exemplify,0,1.93,1.19,0,29,1.00,3,Verb
exempt,0,1.93,1.05,0,30,1.00,37,Adjective
exemption,0,2.17,1.31,0,29,1.00,20,Noun
exercisable,0,2.21,1.35,1,30,0.97,0,Err:512
exercise,0,3.87,1.2,0,30,1.00,904,Noun
exerciser,0,4.3,1.03,0,27,1.00,2,Noun
exert,0,2.43,1.37,1,29,0.97,34,Verb
exertion,0,2.44,1.15,1,28,0.96,15,Noun
exes,0,3.07,1.44,1,30,0.97,14,Noun
exfoliate,0,3.67,1.47,0,27,1.00,6,Verb
exfoliating,0,3.11,1.4,0,27,1.00,6,Adjective
exfoliation,0,3.2,1.5,0,25,1.00,6,Noun
exhalable,0,2.35,1.43,4,27,0.85,0,Err:512
exhalant,0,2.42,1.18,3,27,0.89,0,Err:512
exhalation,0,3.58,1.45,2,28,0.93,3,Noun
exhale,0,3.9,1.16,0,31,1.00,85,Noun
exhaust,0,2.96,1.6,0,27,1.00,109,Noun
exhaust pipe,1,4.52,1.09,0,29,1.00,0,Err:512
exhausted,0,2.87,1.33,0,30,1.00,655,Verb
exhaustedly,0,2.07,0.94,0,28,1.00,0,Err:512
exhaustibility,0,1.91,1.24,4,27,0.85,0,Err:512
exhaustible,0,1.83,0.76,0,29,1.00,0,Err:512
exhausting,0,2.48,1.24,0,29,1.00,111,Adjective
exhaustingly,0,2.46,1.29,0,28,1.00,0,Err:512
exhaustion,0,3.04,1.53,0,27,1.00,82,Noun
exhaustive,0,2.3,1.1,0,27,1.00,28,Adjective
exhaustively,0,1.93,1.17,0,30,1.00,2,Adverb
exhaustiveness,0,1.81,0.98,1,27,0.96,0,Err:512
exhaustless,0,2,0.96,0,27,1.00,0,Err:512
exhaustlessness,0,1.88,1.01,2,27,0.93,0,Err:512
exhibit,0,3.5,1.29,0,24,1.00,388,Noun
exhibiter,0,3.4,1.53,2,27,0.93,0,Err:512
exhibition,0,3.52,1.27,0,29,1.00,207,Noun
exhibition hall,1,4.54,0.96,1,29,0.97,0,Err:512
exhibitioner,0,3.07,1.44,0,28,1.00,0,Err:512
exhibitionism,0,2.76,1.21,0,29,1.00,6,Noun
exhibitionist,0,3.67,1.07,0,27,1.00,10,Noun
exhibitionistic,0,2.39,1.55,0,28,1.00,0,Err:512
exhibitive,0,2.16,1.14,2,27,0.93,0,Err:512
exhibitor,0,3.36,1.28,1,29,0.97,2,Noun
exhibitory,0,2.6,1.15,2,27,0.93,0,Err:512
exhilarant,0,1.97,1.09,1,30,0.97,0,Err:512
exhilarate,0,2,1.04,0,27,1.00,2,Verb
exhilarated,0,2.2,1.47,0,30,1.00,23,Adjective
exhilarating,0,1.93,1.09,0,28,1.00,57,Adjective
exhilaratingly,0,1.93,1.07,1,28,0.96,0,Err:512
exhilaration,0,2.26,1.16,1,28,0.96,13,Noun
exhilarative,0,1.65,1.02,4,30,0.87,0,Err:512
exhilarator,0,2.92,1.64,3,27,0.89,0,Err:512
exhortation,0,2.04,1.43,3,27,0.89,2,Noun
exhumation,0,3.33,1.49,4,28,0.86,22,Noun
exhume,0,3.85,1.23,2,29,0.93,24,Verb
exile,0,2.15,1.35,0,26,1.00,95,Noun
exist,0,2.38,1.45,0,29,1.00,1477,Verb
existence,0,1.54,0.96,1,29,0.97,596,Noun
existent,0,2.14,1.33,1,29,0.97,3,Adjective
existential,0,1.73,1.22,1,27,0.96,37,Adjective
existentialism,0,1.45,0.74,0,29,1.00,10,Noun
existentialist,0,2.22,1.58,2,29,0.93,5,Adjective
existentialistic,0,1.32,0.9,4,29,0.86,0,Err:512
existentially,0,1.41,0.93,1,28,0.96,0,Err:512
existing,0,2,1.39,0,29,1.00,98,Adjective
exit,0,3.93,1.39,0,29,1.00,794,Noun
exit poll,1,2.93,1.44,0,27,1.00,0,Err:512
exobiology,0,2.84,1.37,4,29,0.86,3,Noun
exocentric,0,1.88,1.13,3,28,0.89,0,Err:512
exodus,0,2.59,1.15,0,29,1.00,40,Noun
exonerate,0,1.75,1.04,1,29,0.97,36,Verb
exoneration,0,1.9,1.05,0,29,1.00,5,Noun
exonerator,0,2.68,1.6,3,28,0.89,0,Err:512
exorbitantly,0,2,1.02,1,27,0.96,0,Err:512
exorcise,0,2.77,1.42,4,30,0.87,19,Verb
exorciser,0,2.72,1.46,3,28,0.89,0,Err:512
exorcism,0,2.86,1.41,0,29,1.00,95,Noun
exorcist,0,3.43,1.4,0,28,1.00,50,Noun
exorcize,0,2.33,1.31,4,28,0.86,2,Verb
exoskeleton,0,4.9,0.41,2,31,0.94,13,Noun
exothermal,0,3.2,1.63,3,28,0.89,1,Adjective
exotic,0,2.11,1.31,0,28,1.00,306,Adjective
exotica,0,2.65,1.38,1,27,0.96,3,Noun
exotically,0,1.73,1.16,4,26,0.85,1,Adverb
exoticism,0,2.08,1.04,3,28,0.89,0,Err:512
exoticness,0,2,1.09,2,25,0.92,0,Err:512
expand,0,3.36,1.42,0,28,1.00,178,Verb
expandable,0,2.74,1.23,1,28,0.96,5,Adjective
expanded,0,2.41,1.15,0,27,1.00,55,Verb
expander,0,3.58,1.36,2,28,0.93,4,Noun
expanding,0,3.07,1.33,0,27,1.00,100,Verb
expanse,0,2.68,1.33,1,29,0.97,11,Noun
expansibility,0,2.05,1.09,4,26,0.85,0,Err:512
expansible,0,1.88,1.17,4,29,0.86,0,Err:512
expansion,0,3,1.29,0,25,1.00,88,Noun
expansionary,0,1.73,0.83,3,29,0.90,0,Err:512
expansionism,0,2.54,1.14,3,29,0.90,2,Noun
expansionist,0,2.54,1.36,3,29,0.90,3,Noun
expansive,0,2.27,1.26,0,30,1.00,12,Adjective
expansively,0,1.77,0.95,3,29,0.90,0,Err:512
expansiveness,0,2.04,1.15,1,27,0.96,1,Noun
expatriate,0,2.77,1.34,3,29,0.90,9,Noun
expect,0,1.89,1.13,0,28,1.00,5299,Verb
expectable,0,1.42,1.03,2,28,0.93,1,Adjective
expectance,0,1.77,1.03,2,28,0.93,0,Err:512
expectancy,0,1.85,1.35,0,26,1.00,32,Noun
expectant,0,2.76,1.46,0,29,1.00,16,Adjective
expectantly,0,2.19,1.55,1,28,0.96,2,Adverb
expectation,0,1.62,1.06,0,26,1.00,67,Noun
expectedly,0,1.66,1.01,0,29,1.00,0,Err:512
expedience,0,1.96,0.96,0,28,1.00,6,Noun
expediency,0,2.19,1.27,4,30,0.87,10,Noun
expedient,0,2,0.96,3,28,0.89,22,Adjective
expediential,0,2.3,1.36,4,27,0.85,0,Err:512
expediently,0,1.76,0.78,0,25,1.00,3,Adverb
expedite,0,3.04,1.29,1,29,0.97,34,Verb
expedited,0,2.38,1.5,0,29,1.00,11,Verb
expediter,0,2.81,1.36,2,29,0.93,6,Noun
expedition,0,2.96,1.43,0,25,1.00,289,Noun
expeditious,0,2,1.17,2,28,0.93,7,Adjective
expeditiously,0,2.26,1.13,1,28,0.96,2,Adverb
expeditiousness,0,1.91,1.23,4,26,0.85,0,Err:512
expel,0,2.88,1.6,1,25,0.96,70,Verb
expellable,0,2.16,1.11,3,28,0.89,0,Err:512
expeller,0,2.87,1.49,4,27,0.85,0,Err:512
expend,0,1.73,0.98,0,30,1.00,4,Verb
expendability,0,1.46,0.88,0,28,1.00,0,Err:512
expendable,0,1.4,0.65,1,26,0.96,77,Adjective
expenditure,0,2.76,1.43,0,29,1.00,14,Noun
expense,0,2.57,1.43,0,30,1.00,380,Noun
expenses,0,3.59,1.31,0,27,1.00,393,Noun
expensive,0,3.13,1.36,0,30,1.00,1425,Adjective
expensively,0,1.92,1.06,1,27,0.96,5,Adverb
expensiveness,0,2,1.12,2,30,0.93,0,Err:512
experience,0,1.8,1,0,30,1.00,3088,Noun
experienced,0,1.5,0.95,0,26,1.00,510,Verb
experiential,0,2,0.91,0,25,1.00,0,Err:512
experiment,0,3.38,1.4,0,29,1.00,826,Noun
experimental,0,2.15,1.17,0,27,1.00,199,Adjective
experimentalist,0,2.74,1.4,0,27,1.00,0,Err:512
experimentally,0,1.6,0.89,0,30,1.00,4,Adverb
experimentation,0,2.31,1.12,1,27,0.96,30,Noun
experimented,0,2.47,1.38,0,30,1.00,31,Verb
experimenter,0,3.8,1.35,0,30,1.00,2,Noun
expert,0,2.85,1.52,0,26,1.00,1128,Noun
expertise,0,1.64,0.83,0,28,1.00,203,Noun
expertly,0,2.29,1.46,0,28,1.00,11,Adverb
expertness,0,2.04,1.28,2,28,0.93,0,Err:512
expiration,0,2.61,1.23,1,24,0.96,52,Noun
expire,0,2.73,1.36,0,30,1.00,46,Verb
expiree,0,2.96,1.54,2,27,0.93,0,Err:512
expiring,0,2.35,1.29,0,26,1.00,7,Verb
explain,0,1.97,1.05,0,29,1.00,5670,Verb
explainable,0,2.14,1.38,0,29,1.00,10,Adjective
explainer,0,2.78,1.55,1,28,0.96,1,Noun
explaining,0,2.24,1.13,0,25,1.00,352,Verb
explanation,0,1.87,1.02,0,31,1.00,1023,Noun
explanative,0,1.59,0.97,4,31,0.87,0,Err:512
explanatively,0,1.58,0.95,4,30,0.87,0,Err:512
explanatory,0,1.71,0.86,0,24,1.00,2,Adjective
expletive,0,2.35,1.35,1,27,0.96,13,Adjective
expletory,0,1.58,0.95,4,30,0.87,0,Err:512
explicable,0,1.58,0.81,3,29,0.90,1,Adjective
explicative,0,2.86,1.55,3,25,0.88,0,Err:512
explicatory,0,1.85,1.05,3,29,0.90,0,Err:512
explicit,0,1.86,1.06,0,29,1.00,71,Adjective
explicitly,0,2.07,1.14,3,30,0.90,18,Adverb
explicitness,0,1.88,0.93,0,25,1.00,0,Err:512
explode,0,4.1,0.96,0,30,1.00,499,Verb
exploded,0,3.28,1.13,0,29,1.00,198,Verb
exploder,0,3.16,1.4,0,25,1.00,8,Noun
exploit,0,1.68,0.94,0,28,1.00,125,Verb
exploitable,0,2,1.18,1,28,0.96,5,Adjective
exploitation,0,1.7,0.88,0,30,1.00,51,Noun
exploitative,0,2.19,1.36,2,29,0.93,6,Adjective
exploiter,0,2.35,1.29,2,28,0.93,3,Noun
exploitive,0,1.96,1.22,2,28,0.93,5,Adjective
exploration,0,2.83,1.34,0,30,1.00,96,Noun
explorative,0,1.83,0.99,0,30,1.00,0,Err:512
exploratory,0,1.9,1.14,1,30,0.97,25,Adjective
explore,0,2.9,1.26,0,29,1.00,317,Verb
explorer,0,4.04,1.09,1,28,0.96,97,Noun
exploring,0,2.83,1.32,0,30,1.00,139,Verb
explosion,0,4.52,0.69,0,29,1.00,841,Noun
explosive,0,3.74,1.26,0,27,1.00,271,Adjective
explosively,0,2.58,1.3,0,26,1.00,1,Adverb
